,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
85,Data Analyst/Programmer,$56K-$97K (Glassdoor est.),"At Corbins Electric, we believe people are first! Our teammates, our partners, and our customers can expect that we genuinely care to serve them and look out for their best interests. Our culture is built on the cornerstone of our Core Values – Passion, Relationships, Innovation, Development and Excellence! They set our expectation of each and every employee and are integrated in everything we do. As one of the largest electrical contractors in the Southwest and an industry leader in virtual construction, fabrication, electrical construction, and electrical service, we continually look for people who share in our Core Values to better themselves and contribute to our mission of changing the construction industry as empowered thought leaders.
As the Data Analyst/Programmer you will be providing cutting edge analysis of financial and construction data. You will work with key stakeholders to interpret and present the data in a meaningful way to help drive business decisions. You will get the opportunity to drive entire process from start to finish: inception to finished product.

Develop SQL stored procedures that produce and manipulate data in a useful way
Utilize different data sources to provide connected data analysis
Develop SQL queries to produce insights about the company
Continuously work with key stakeholders to clean up data and streamline data analysis
Develop database structures to accurately and efficiently store data from new or existing processes
Develop the front end for basic CRUD apps to map these in a platform called Xalt (rapid app development platform)

Advanced skill in T-SQL, stored procedures, and common table expressions
Ability to develop appropriate relational database structures given requirements
Ability to work with different data sources and consolidate the information
Understanding of programming paradigms and best practices
Passionate to understand business environments and translate business needs into technical requirements to provide technical solutions for the business.
Enjoys working with key stakeholders and business leaders to develop requirements and adept at communicating technical ideas to non-technical audiences”
Ability to handle multiple tasks in a detailed efficient manner
Enjoys working in a team environment
PowerBI experience is preferred, but not required
Bachelor’s degree in Computer Science or related field",3.9,"Corbins Electric
3.9","Phoenix, AZ","Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),"DP Electric, Helix Electric, Wilson Electric"
86,Survey Data Analyst,$56K-$97K (Glassdoor est.),"Our leading Entertainment client is seeking a Survey Data Analyst to join their team for 6 months!
Role:
Our client is seeking a contract quantitative Survey Data Analyst who can tell a story with data from internal tracker studies combined with behavioral metrics.
Team:
You’ll join a small, collaborative group of Product Consumer Insights researchers who work side-by-side with other Researchers, Product Managers, Product Designers, Engineers and Data Scientists to understand consumer behavior, measure brand perceptions and guide product innovations.
Responsibilities:
Point-person and team resident expert on tracking data
Manage large-scale, global survey trackers and analyze data trends across multiple regions
Customer Satisfaction Survey & Cancel Survey
Synthesize secondary, quantitative and behavioral data to tell a compelling story with actionable insights
Survey data manipulation in Excel or SPSS, combining and analyzing survey data with behavioral data
Quant survey questionnaire writing/editing
Developing of sample composition and weighting approach
Creative data visualization while report writing
Develop research reports in Google Slides
Qualifications:
5+ years of work experience as a data analyst or survey researcher with strong skills in survey data analysis and reporting to support global brands
Experience working in a tech or media industry is a plus
Experience working in an a/b testing culture is a plus
A very strong aptitude for data and statistics including fluency in Excel and SPSS/R and ability to confidently converse with our analytics partners
Experience in quant survey design/writing and developing a sample and weighting approach for global research
Comfortable creating tab and banner plans & communicating with data processing
Experience in SQL to link behavioral data with survey data is a plus
Strong data visualization skills in Google Slides or PowerPoint to convey information and results clearly
Knowledge of data visualization and dashboard design in Tableau is a plus
Foundation in basic statistics (e.g., hypothesis testing, correlations, regressions)
Creativity and attention to detail
Highly collaborative and self-direct",5.0,"First Professional Services
5.0","Los Angeles, CA","Piscataway, NJ",51 to 200 employees,2018,Subsidiary or Business Segment,Internet,Information Technology,$1 to $5 million (USD),-1
87,Data Analyst,$56K-$97K (Glassdoor est.),"Who is 2nd Watch?

2nd Watch is an AWS Premier Partner, a Microsoft Azure Gold Partner, and a recognized leader among Managed Service Providers (MSPs), providing professional and managed cloud services to enterprises. The companys subject matter experts and software-enabled services provide companies with tested, proven, and trusted solutions with a focus on five solution areas: Enterprise Cloud Migration, Security and Compliance, Cloud Native and DevOps, Optimization, and Managed Services. 2nd Watch is a new breed of partner which tailors solutions for enterprises, including design, deploy and managed cloud solutions. 2nd Watch has more than 400 enterprise workloads under its management and more than 200,000 instances in its managed public cloud. The venture-backed company is headquartered in Seattle, Washington. To learn more about 2nd Watch, visit www.2ndwatch.com or call 888-317-7920.

Why 2nd Watch?

2nd Watch is in growth mode, and we are looking to build out our existing teams this year. From Managed Cloud Services to Cloud Consulting, Operations, Application Development, DevOps, Automation, Product Development, and everything in betweenwe are looking for superstars. Our teams are setting industry-level standards around cloud product management and delivery, and we are looking for like-minded, focused candidates to join us. We're building our team with talented and passionate Cloud Consultants who will have the opportunity to help shape and deliver on a broad use of the clouds utility computing web resources.

Where you fit:

2nd Watch has a unique company culture and working environment that live and breathe success and promote pushing the envelope every day in your respective role at the company. This is what drives our teams. Getting our attention takes creativity, ingenuity, a desire to improve each day, and a track record of caring about who you are affecting both positively and negatively while you are getting the right stuff done.

We are looking for a the most technically forward-thinking, Cloud-Passionate employees in the world and work daily to align our core values with those that we hire - Fearlessness, Tenacity, Humility, Customer Focus, Empowering One Another, Working Together, Winning as a Team, Honesty, Transparency, Having FUN these are all key elements to who we hire.

Position Title:

Data Analyst

2nd Watch has an opening for an Optimization Data Analyst (ODA) to join our team! Located in Liberty Lake, Washington the Optimization Data Analyst will be responsible for analyzing cloud based customer usage patterns for trends and variances which support overall optimization of customer spend. Additionally, the ODA will provide meaningful insights to internal business units in support of customer facing value propositions and developing internal efficiencies. The ODA will also assist in developing our Enterprise Data Lake (EDL)which supports actionable intelligence to internal business units and our customers.

Scope and Accountability
Works collaboratively as a member of the 2nd Watch team to manage data flows from a variety of systems into the EDL. Leverages data warehousing concepts to develop efficient processes to manage large amounts of data monthly.
Collaborates with member of the Product Development team to design, build and optimize reporting solutions using cloud native technologies such as Redshift.
Collaborates with the account managers to assist in providing cost optimization recommendations for clients as requested by account managers and as part of the Optimization Team.
Collaborates with sales teams to provide analytics and business value cases for products related to cost optimization and future product features targeted at Cloud provider billing file consumption or utilization KPIs.
Collaborates with cross functional stakeholders on monthly dashboards, reports, Financial and Margin analytics, including margin and profitability by client.
Desired Skills and Experience
Advanced skills in data modeling, analytics and scenario management.
Ability to work with customers to understand current and emerging needs and translate into product requirements.
Familiar with Cloud Technologies.
Expertise in managing large data sets with the ability to provide actionable insights through analytics and business needs.
Ability to translate complex analytics into consumable intelligence for varying level of end-users
The ideal candidate will possess:
Honed analytical skills and highly developed communication skills
5+ years experience in developing and presenting financial based recommendations such as ROI and maximizing constrained resources.
Demonstrated ability in variance analysis
Advanced skills with Pivot Tables
Skills in understanding and implementing data warehousing concepts
Outstanding oral and written communication skills, problem solving and analytical skills
Demonstrated ability to learn new and complex technologies so that concepts can be communicated at all levels of the organization
Experience in data visualization tools such as Power BI strongly desired.
3+ years in data modeling, data warehousing overall data management.
Benefits and Perks:

Beyond an amazing, collaborative work environment, great people and inspiring, innovative work, we have some great benefits and perks:
Competitive salaries and all employees are bonus eligible
401(k) with company stock plans to all employees
100% paid medical, dental and vision coverage for all employees and 90% paid for family, along with other wellness and disability plans
No limit / regulation on Paid Time Off We let you manage yourself.
Catered lunches, fully stocked kitchens, focus on Philanthropy and giving back to the communities we support
Powered by JazzHR",3.7,"2nd Watch, Inc.
3.7","Liberty Lake, WA","Seattle, WA",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Cloudreach, Rackspace Technology, Smartronix"
88,Healthcare Data Analyst (Analyst III),$56K-$97K (Glassdoor est.),"Ready to help us transform healthcare? Bring your true colors to blue.
The Healthcare Data Analyst functions as the lead analyst involved with the reporting of our network providers, products, members. The analyst will assist leadership in measuring provider network adequacy, perform analysis needed for various regulatory filings including CMS and NCQA. This role requires working with multiple sources of healthcare data (ex: provider, membership, and claims data) to meet both internal and external reporting requirements and support new initiatives. Projects range from simple programing and basic data manipulation/analysis to more advanced techniques.

Key Accountabilities:

· Analyst provides expertise in Geo Coding using/learning Quest Analytics software to provide assistance with provider network measurement for reporting and analysis.

· Help define internal system processes that produce accurate monthly reporting of provider data in support of contractual obligations and the maintenance of programs and processes used in day to day operations.

· Developing and documenting project and programming requirements for new and changing provider and member reporting applications, maintaining proper documentation and back-up for all reporting and data applications

· Leads, analyzes and troubleshoots data production reporting issues, identifies root cause and implements coding updates to resolve.

· Support IT in development of provider report production and maintenance.

· Help develop and test system and reporting enhancements that enable internal and external customers perform more efficiently

· Participate in core department data and analytic projects such as NCQA Quality measurement and clinical outcomes analytics.

· Interpret data, analyze results and generate both recurring and single use reports to support strategic, operational and financial decision making

· Support efforts to continually improve data capabilities and quality of analysis and reporting

· Troubleshoot process and/or data issues with both internal and external customers working jointly with business owners and other BCBSMA departments

Qualifications (knowledge/skills/abilities/behaviors):

· Strong technical and analytic skills including data mining, analysis, interpretation, and reporting using large scale medical or administrative data sets

· Strong PC skills and software application experience required including Microsoft Access, Microsoft Excel, SAS, SQL, and data visualization software (Tableau).

· Knowledge of Geo Coding software helpful (GeoAccess / Quest Analytics).

· Ability to identify, investigate and/or escalate data and/or business issues in dynamic environment.

· Ability to work independently

· Attention to detail with high level of accuracy and documentation

· Time management and organizational skills to perform a variety of projects under specific time constraints

· Strong verbal and communication skills

· Excellent customer focus and ability to work effectively in cross-functional teams

Education/Relevant Experience:

· 1+ years related Healthcare experience at a Payer or Provider organization.

· 1+ years managing healthcare-related data using analytic tools SQL, SAS, Python,

· 1+ years working with medical and pharmacy data at either a health plan or provider group or health data vendor

· Experience operating or implementing an electronic medical record at an electronic medical record company (EHR) highly desirable

· Bachelor Degree required

Location
Boston
Time Type
Full time",3.6,"Blue Cross and Blue Shield of Massachusetts
3.6","Boston, MA","Boston, MA",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
89,Data Analyst,$56K-$97K (Glassdoor est.),"Company: Clayton & McKervey
Industry: Public Accounting
Level: Professional
Job Family:
Location: Southfield, Michigan
Compensation: Paid
About Us
Clayton & McKervey is a public accounting firm headquartered in metro Detroit and specializing in international tax, assurance, accounting and consulting services. We’re proud of our Michigan roots, but consider the entire world our workplace. Our clients are middle-market companies competing in the global marketplace. They’re headquartered here in the U.S. and abroad. At Clayton & McKervey we think and act like entrepreneurs; speaking the same language as our entrepreneurial clients.
For more information:
website: claytonmckervey.com
phone number: (248) 208-8860
Facebook Created with Sketch. Twitter Created with Sketch. LinkedIn Created with Sketch.
Legal Disclaimer: Clayton & McKervey is an equal opportunity employer. view full text Clayton & McKervey is committed to creating a diverse environment. We are proud to provide equal employment opportunities without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, marital status, veteran status, or any other protected characteristic under applicable law. view full text
photo_library +12 Photos
video_library 3 Videos
Share Created with bin/sketchtool.
Close Created with Sketch.
Facebook Created with Sketch.
Twitter Created with Sketch.
LinkedIn Created with Sketch.
Email Created with Sketch.
Overview
48_Analyze Created with Sketch.
Analysis
Responsibilities include conducting full life-cycle analysis to include requirements, activities, and design.
48_Goals Created with Sketch.
Performance
Develop analysis and reporting capabilities and will monitor performance and quality control plans to identify improvements.
48_Consulting Created with Sketch.
Data
The successful candidate will turn data into information, information into insight, and insight into business decisions.
Responsibilities
48_Analyze Created with Sketch.
Analysis
Interpret data, analyze results using statistical techniques and provide ongoing reports. Filter and ""clean"" data by reviewing reports, printouts and performance indicators.
48_Management Created with Sketch.
Management
Work with management to prioritize business and information needs.
48_ETL Created with Sketch.
Efficiency
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
48_Reporting Created with Sketch.
Reporting
Identify, analyze and interpret trends or patterns in complex data sets.
48_Build Created with Sketch.
Process Improvement
Locate and define new process improvement opportunities.
Requirements
48_Experience Created with Sketch.
Experience
3+ years’ experience in business data analytics or similar. Experience with Microsoft Power BI a plus.
48_Software Development Created with Sketch.
Language
Proficient in a programming language suitable for data analysis.
48_Technical Created with Sketch.
Technical
Technical expertise regarding data models, database design development, data mining and segmentation techniques.
48_Scheduling Created with Sketch.
Organization
Ability to prioritize multiple projects, work under tight deadlines, and handle changing priorities.
48_Degree Created with Sketch.
Degree
A Bachelor’s degree in Data Science, Computer Science or a related field.
48_Analyze Created with Sketch.
Analytics
Strong analytical skills with the ability to collect, organize, analyze and disseminate significant amounts of information with attention to detail and accuracy.
48_Communication Created with Sketch.
Communication
Excellent written and verbal communication skills to adequately present findings.
About Us
Clayton & McKervey is a public accounting firm headquartered in metro Detroit and specializing in international tax, assurance, accounting and consulting services. We’re proud of our Michigan roots, but consider the entire world our workplace. Our clients are middle-market companies competing in the global marketplace. They’re headquartered here in the U.S. and abroad. At Clayton & McKervey we think and act like entrepreneurs; speaking the same language as our entrepreneurial clients.
For more information:
website: claytonmckervey.com
phone number: (248) 208-8860
Facebook Created with Sketch. Twitter Created with Sketch. LinkedIn Created with Sketch.
Legal Disclaimer: Clayton & McKervey is an equal opportunity employer. view full text Clayton & McKervey is committed to creating a diverse environment. We are proud to provide equal employment opportunities without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, marital status, veteran status, or any other protected characteristic under applicable law. view full text
photo_library +12 Photos
video_library 3 Videos
Apply Now",4.5,"Clayton & McKervey P.C.
4.5","Southfield, MI","Southfield, MI",51 to 200 employees,1953,Private Practice / Firm,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1
90,Data Analyst,$48K-$89K (Glassdoor est.),"Requisition NumberRR-0001920
Remote:Yes
We collaborate. We create. We innovate.

Intrigued?

You’re a business professional with an innate curiosity that thrives in a dynamic and Agile environment. You appreciate teamwork, exemplify integrity, perseverance, flexibility, and a generosity of spirit… if this sounds like you, then please apply – we’d love to meet you!

Celerity is expanding and on the hunt for the savvy, creative, and analytically sound individuals that are motivated by solving complex problems. We’re in the business of transforming how people, process, and systems co-exist, while improving operational efficiencies and user-driven interactions. We work with groundbreaking companies, melding expertise in Digital Strategy, Technology, Creative, and Business Transformation.
The health and safety of our employees is our top priority. Due to the pandemic, all our employees are working remotely and we will be conducting candidate interviews by video. This position may be required to be in the office occasionally once the COVID-19 crisis has abated.

What You’ll Do
Build scripts to perform low-level analysis and data investigation
Support movement of large amounts of data and existing processes into new ecosystems
Construct queries in SQL
Create reusable data processing scripts using R, Python or similar languages
Integrate customer segmentation data and create visualizations in Power BI or Tableau
Manage data processing and extracts throughout the engagement
Perform ad-hoc data analysis
Perform data visualization and comparison across systems
Produce customized reports and visualizations
About You
2+ years professional experience
3+ years SQL development of complex queries
Experience performing statistical analysis using tools like SAS or R
You can perform data analysis tasks using a general-purpose scripting language such as Python
Expertise designing and implementing ETL processes
Experience with Data Visualization such as Tableau or PowerBI
You understand and have experience with multidimensional analysis and queries
You have an analytical You are someone that can ask probing questions to eradicate ambiguity and are willing to point out flaws in logic and identify better ways to do things
You have ""Good Data Intuition"". You are not an order taker, but an analyst that can sniff out trends, identify patterns, and answer open ended questions
It would be helpful if you have knowledge of the mortgage industry, especially if you also have experience with Encompass or other digital mortgage management systems
Strong communication skills
We Are Celerity

Millions of people every day use websites, applications, and business processes designed and built by Celerity. As a consultancy of technologists, creatives, and business experts, we provide the action plans, teams, and solutions our clients need to transform the way they do business and deepen engagement with their customers.

Celerity empowers autonomy and accountability. We understand life happens and want our team to do what is needed to get the work done, enjoy it along the way, and have plenty of time and energy for family and friends, vacations, hobbies, learning of languages, you name it! At Celerity, our focus is on bringing synergies to business process, technology, and creative chops to deliver inspirational solutions. We love giving kudos and celebrating achievements. We provide an inclusive and flexible environment that fosters collaboration, quick pivots, and quality work.

Originally founded in 2002, Celerity was acquired in 2015 by AUSY, a France-based IT consultancy and engineering services firm. With 8 regional offices and 400+ employees, Celerity’s clients span a variety of industries including media and entertainment, healthcare, financial services, manufacturing, non-profit, and hospitality.

You can also get to know us better on Instagram, Facebook, Dribbble, LinkedIn, and Twitter.

Build Your Career

At Celerity, our professional growth plan focuses on individualizing everyone’s track through incorporating personal interests with training and mentorship, while further expanding existing strong suits. We recognize in this ever-evolving digital world, there is extreme value in learning new skills and technologies. Celerity provides opportunities to shape skill sets, work with an amazing team of industry-leading consultants and exciting clients, in addition to professional trainings and certifications that best align with your career goals.
We are proud to be an Equal Opportunity Employer. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Celerity is committed to providing veteran employment opportunities to our service men and women.",4.1,"Celerity
4.1","McLean, VA","McLean, VA",201 to 500 employees,2002,Subsidiary or Business Segment,IT Services,Information Technology,$50 to $100 million (USD),-1
91,Data Analyst,$48K-$89K (Glassdoor est.),"Duties & Responsibilities
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Candidate will be reviewing and analyzing non-standard format data and transforming it to a standardized format for ingestion into a Big Data and a Structured data environment.
Conducting full lifecycle analysis to include requirements, activities and design.
Monitor performance and quality control plans to identify improvements.
Requirements
Knowledge and experience in programming languages (Python)
Proven working experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL etc.), programming (XML, JavaScript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Economics, Computer Science, Information Management or Statistics
Active Secret clearance required
Benefits

Perks of working at NetImpact Strategies:
Your health comes first – we offer comprehensive medical, dental, & vision insurance that starts the first of the month after you join the team
Invest in your future – 401(k) Plan – Immediately vested employer contributions; no matching required
Work hard, play hard – we offer a generous Paid Time Off (PTO) policy and observe ALL ten (10) federal holidays
Pawsitively pawesome – Pet Insurance (because our little critters are part of our families, too!)
Invest in your education – Tuition reimbursement, internal training programs, & company sponsored industry certifications
Be part of a dynamic and collaborative work environment recently ranked by The Washington Post as a Top Work Place in 2019!
Have fun and celebrate and give back – Team building activities, community volunteering, quarterly HQ days, & an offsite annual awards banquet
ABOUT US

NetImpact Strategies specializes in Strategy and Business Transformation, IT Modernization, Data-Driven Intelligence, Cloud Services, and Cybersecurity. We are a team of skilled Consultants who listen to our clients’ needs. We design and implement comprehensive, tailored solutions which are both mindful of the client culture and organizational dynamics. As mission needs change, new priorities emerge, technologies advance, and methodologies evolve; NetImpact stands out as a trusted advisor that can solve the challenges of today while looking for the opportunities of tomorrow. Our professionals stay abreast of these changes to provide agile, outcome-focused results for federal agency strategic and tactical needs. Approaching engagements as a partner, we provide solutions which empower our clients to achieve results that align with their mission and strategic vision.

NetImpact Strategies, Inc. is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veteran status or any other basis prohibited by applicable law. Recruitment, training and development, transferring and promotion practices are performed without regard to the above-listed items.

ACCESSIBILITY NOTE

NetImpact Strategies is committed to complying with all applicable provisions of the Americans with Disabilities Act, as amended (“ADA”), and applicable state and local laws. It is NetImpact’s policy not to discriminate against any qualified person or applicant with regard to any terms or conditions of employment on the basis of such individual’s disability. Consistent with this policy of non-discrimination, NetImpact will provide reasonable accommodations to an individual with a disability, as defined in the ADA or applicable law, who has made NetImpact aware of his/her disability, unless doing so would cause an undue hardship to NetImpact. If you are an applicant and need a reasonable accommodation when applying for job opportunities within NetImpact, or request a reasonable accommodation to utilize NetImpact’s online employment application, please contact careers@netimpactstrategies.com.

EQUAL OPPORTUNITY EMPLOYER

NetImpact is committed to the development of a creative, diverse, and inclusive work environment. In order to provide equal employment and advancement opportunities to all individuals, employment decisions at NetImpact will be based on merit, qualifications, and abilities. NetImpact does not discriminate against any person because of race, color, creed, religion, sex, national origin, disability, age or any other characteristic protected by law (referred to as ""protected status"").",3.8,"NetImpact Strategies
3.8","Vienna, VA","Falls Church, VA",201 to 500 employees,2009,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
92,Data Analyst - Financial Services and Insurance,$48K-$89K (Glassdoor est.),"Immuta was founded in 2015 based on a specific mission to build a platform that accelerates self-service access and control of sensitive data. Immuta’s award-winning automated data governance software platform creates trust across security, legal, compliance, and business teams so they can work together to ensure timely access to critical business data with minimal risks. Our automated, scalable, no code approach makes it easy for users to access the data they need, when they need it, while protecting sensitive data and ensuring their customers’ privacy.

Our Mission is clear. Enable the legal and ethical use of data. How we approach this mission is also clear!

We are mission focused. Born out of a government mission, we understand why data is about more than just analytics - it also represents our values. Our mission is to enable the legal and ethical use of data, ensuring that data is accessible to only those who need it, for the right reasons, and in the proper form.
We are humble intellects. We are experts in privacy, ethics, law, and engineering. But true expertise requires constant change - to always learn and to always adapt. And that means we excel as students and as teachers. We have something to learn from everyone, at any time, in any place.
We are independent achievers. We don’t need guidance to get things done, yet we know when to ask for help. We accomplish our mission while upholding our values, whatever it takes.
We are helpful and caring. For us, life is about the values we uphold, not the credit we receive or the attention we garner. We operate with respect and consideration of our peers, acting with empathy, honesty, transparency, and integrity.

YOUR ROLE
The Data Analyst, Financial Services and Insurance (FSI) will report to the General Manager (GM), providing support in building the FSI vertical within Immuta and ensuring that Immuta’s objectives within this sector are met. This role will partner closely with Immuta’s Marketing, Sales, Product and Applied Data teams to build out a repeatable process for understanding customer use cases, reporting them internally, and improving the customer journey.

The ideal candidate will be experienced in data analysis and have an in-depth understanding of the FSI industry. They will be an independent self-starter, and be able to manage the lifecycle of business analysis tasks from designing projects, data gathering through to delivering the final product or outcome. Specific areas of focus will include researching and documenting FSI client business requirements, documenting use cases and planning, supervising and analyzing the field testing of use cases.

RESPONSIBILITIES
- Liaise with Marketing, Sales, and Customer Success teams to document FSI client business requirements and use cases.
- Create content to be leveraged by business development and sales teams targeted at the FSI sector.
- Support Marketing to design and test FSI specific content and campaigns.
- Design qualitative and qualitative KPI framework to monitor FSI clients throughout customer lifecycle.
- Work with the Product team to identify and document FSI-specific product challenges and opportunities.
- Create datasets to support FSI-specific scenarios and demonstrations.

We are looking for a Data Analyst who:
- Is an extraordinary communicator
- Can understand and articulate the needs of customers in the FSI industries
- Is excited to collaborate on a cross-functional team.
- Eagerly and rapidly learns new technologies

TECHNOLOGIES YOU'LL USE
- This is a business-focused role, but you’ll need to be comfortable with the following technologies:
- Salesforce
- SQL
- Immuta`s data platform
- Looker for dash-boarding and reporting

YOUR EXPERIENCE
- 5 years experience within a business line of a major FSI firm.
- Demonstrable experience of delivering high quality written reports and presentations.

Immuta provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, national origin, marital status, age, disability (including disability due to pregnancy) or genetics, protected veteran status, or any other characteristic protected by law. Immuta complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment.

NOTICE TO THIRD PARTY RECRUITERS: Immuta does not accept candidates from third party recruiters. All candidates submitted through are considered to be submissions by the candidate and no submission will obligate Immuta to pay any third party for the referral or hiring of a candidate.",4.8,"Immuta
4.8","Columbus, OH","College Park, MD",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
93,Data Analyst,$48K-$89K (Glassdoor est.),"Job Description
The Data Analyst provides data management and analysis services to Central Valley PACE Leadership team. Analyst helps determine data collection points, develops and shares various reports needed within PACE and outside agencies; reviews data flow and process, develops and automates or streamlines various reports; creates a centralized repository for information needs.

Schedule is Monday – Friday, working from 8:00am – 5:00pm

Essential Duties and Responsibilities
Demonstrates effective communication and problem-solving skills.
Provides analysis, design and project management for PACE and/or financial data systems. Meets with PACE leadership and care team to determine new data needs and collection systems. Works with the development team to streamline existing systems. Programs additional data systems to meet the data reporting needs.
Provides data management services to PACE leadership and respective members care team by producing monthly and annual financial and statistical reports, outcome measure reports, and reports as assigned by the supervisor. Provides support and training for data systems, as needed.
Extracts and converts data into reports and presentations that will be meaningful to end users in determining changes or improvements.
Assists in program corrections and tests for validity of results, accuracy, reliability, and conformance to current healthcare standards. Identify differences between current standard applications and user requested applications and suggest modifications to conform to current standards.
Responds to requests for data in a timely and coordinated way, working closely with staff to ascertain purpose of data collection, to assure the correct data will be collected and provided.
Implements or designs new sustainable computer programs when appropriate by analyzing requirements, constructing workflow charts and diagrams, studying system capabilities, writing specifications, providing end user documentation, and tools required to measure compliance.
Works collaboratively with cross functional projects.
Ensures the quality and effectiveness of information for quality and outcomes improvement while meeting deadlines.
Develops necessary data collection systems, and prepares technical reports as required for submission to outside agencies (i.e. reports related to Medicaid/Medicare and third party payers or other regulatory agencies).
Contributes to the team effort and comply with all facility policies and procedures including but not limited to those addressing HIPAA and compliance issues.
Assists in writing project/reporting specifications from appropriate departments. Follows through to ensure final completion of projects and recommend long term solution when appropriate – conferring with PACE team on a regular basis to keep them informed of the status of their requested projects.
Facilitates the two–way flow of information and communication to establish and maintain understanding between Information Technology, PACE Leadership or Finance.
Additional duties and responsibilities as assigned.
Physical Demands
Lift up to 30 pounds occasionally and push up to 100 pounds (on wheels) on rare occasions.
Must be able to hear staff on the phone and those who are served in-person, and speak clearly in order to communicate information to clients and staff.
Must have vision with or without lenses that is adequate to read memos, a computer screen, personnel forms and clinical and administrative documents.
Must have high manual dexterity.
Must be able to reach above the shoulder level to work, must be able to bend, squat and sit, stand, stoop, crouching, reaching, kneeling, twisting/turning, fingering and feeling.
Work Environment
The noise level in the work environment is usually quiet.
Education/Experience Requirements

Minimum Qualifications:
Use data effectively.
Basic knowledge of clinical operations.
Strong interpersonal skills.
Strong analytical skills
Meet deadlines and prioritize tasks.
Effectively interact with operational and clinical personnel.
Identify and solve problems; collect, correlate and analyze data; lead a project team.
Ability to learn the data requirements of applicable grants and contracts.
Valid California driver’s license, vehicle insurance, reliable transportation and acceptable driving record.
Education/Experience:
High school diploma or equivalent.
Associates Degree (A.A.) in Computer Sciences, Management Information Systems, or related field required.
BS\BA in Computer Sciences, Management Information Systems, or related field preferred; or five (5) years’ experience in Data Management/IS System reporting.
Experience using T–SQL, data visualization tools, and other Microsoft programs preferred.
Two (2) years of experience in a health care setting preferred.

Company Description
Golden Valley Health Centers is a Federally Qualified Health Center. With over 900 employees in 38 clinics and 12 dental centers serving a diverse population, we provide health care services to anyone, regardless of their ability to pay. Just a short drive from beautiful Yosemite National Park and a two hour drive from the Bay Area, GVHC is located in Central California. Affordable cost of living, access to national parks and outdoor activities, quality educational opportunities, and friendly neighbors are just a few of the reasons that make Central California a great place to call home.

We offer generous benefits, competitive compensation package, and tremendous growth opportunities! Come grow with us!",2.9,"Golden Valley Health Centers
2.9","Modesto, CA","Merced, CA",501 to 1000 employees,1972,Company - Private,Social Assistance,Non-Profit,$50 to $100 million (USD),-1
94,Data Analyst,$48K-$89K (Glassdoor est.),"Title: Data Analyst

Location: San Ramon, CA

Responsibilities:

· Understand data sources, data structures, data security, availability requirements, data consumers/data needs, products to be exposed

· Identify trustable data sources, master and reference data

· Work with chevron business to understand data issues, transformation, curation, standardization, enrichment required, provide appropriate solutions for each dataset, recommend and finalize the transformation process, document and pass it to data engineers

· Understand data security requirements and provide recomendations that will be carried out by Data Engineers

· Implement Data Modelling to expose consumable, trusted data products

· Ensure Data Availability, Scalability and performance

· Make sure Data is democratized, discoverable and consumed in a self-serviceable way for easy decision making by business",4.6,"PamTen Inc
4.6","San Ramon, CA","Princeton, NJ",51 to 200 employees,2002,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
