,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
95,Data Scientist - Intermediate,$114K-$146K (Glassdoor est.),"Job description:

Create and maintain code for ingesting datasets used to develop predictive agronomic soy models.

Create and integrate features to support predictive agronomic soy models.

Conduct exploratory data analyses on large and diverse datasets.

Contribute to the development of models using machine learning, statistical models, and other modeling approaches.

Analyze and judge the quality of data and work with the data quality team to resolve issues.

Select the most appropriate modeling techniques and data visualization for large datasets.

Assist with code reviews.

Present results of the analyses to team members and stakeholders.

Basic Qualifications:

MS or PhD in Applied Mathematics, Statistics, or another highly quantitative discipline.

Experience creating code to ingest datasets, conduct exploratory data analyses and create model features.

Experience contributing to the development of predictive models.

Skilled in the use of Python for research purposes.

Preferred Qualifications:

Software engineering skills for data pipeline development.

Experience developing agriculture crop models.

Excellent interpersonal and communication skills.

Machine learning experience.

Ability to translate complex technical concepts to collaborators, decision makers, and non-technical audiences.

Ability and inclination to work in multi-disciplinary environments, and desire to see ideas realized in practice.",4.5,"Envision LLC
4.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
96,Senior Data Scientist,$114K-$146K (Glassdoor est.),"At the intersection of technology, science, business and sports, Strivr offers an end-to-end, VR-based immersive learning platform that changes the way people around the world train, learn and perform. With a mission to elevate performance through immersive experience, we are redefining an industry in real time and shaping the future of learning.

Strivr was founded in 2015 out of Stanford University’s Virtual Human Interaction Lab, using the football field as our proving ground. Since then, we have quickly expanded from the athlete to the enterprise, partnering with leading Fortune 500 companies including Walmart, Verizon and Fidelity to innovate and elevate employee development.

More than just content inside a headset, immersive learning provides realistic, high-impact experiences driven by L&D experts, instructional designers, data scientists, and immersive content specialists. Strivr offers the only end-to-end solution available today, bringing together the software, hardware, content and services needed to deliver effective training at scale.

Recognized by Fast Company’s Most Innovative Companies of 2019 and 2020, we take pride in our passion for innovation and we use that energy to fuel our work. Our culture thrives on teamwork, grit, transparency and impact, and celebrates every win. It’s an exciting time to join our fast growing team!

At Strivr, our Data Science team develops cutting-edge techniques to improve people’s performance in the real world based on their experiences in the virtual world. As a Data Scientist at Strivr, you will be at the forefront of defining approaches to immersive Data Science and will be evaluating and optimizing user experience in the virtual world.

Your Responsibilities:
Develop new ways to measure user behavior and to evaluate performance in the virtual environment and drive R&D in immersive Data Science
Run customer studies and communicate insights in a compelling narrative
Build forecasting models to predict real-world performance based on behavior in the immersive environment
Incorporate your research outcomes into product offering
Your Skills:
5+ years of industry experience as a Data Scientist
An advanced degree in a quantitative field (e.g Economics, Statistics, Sciences, Engineering)
Experience developing and implementing in-depth approaches, including statistical and econometric analyses
Experience designing and training machine learning models is preferred.
Proficiency with Python (or R), and SQL. Familiarity with Javascript and HTML is a plus.
Strong communication and presentation skills. Passion for using data to improve user experiences",4.7,"Strivr
4.7","Los Angeles, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
97,Sr Data Analyst,$114K-$146K (Glassdoor est.),"Position location: Lake Mary, FLorBlue Bell, PA

Position Summary
The Senior Data Analyst drives pharma client analytics solutions for United BioSource Corporation (UBC), supporting many of the world’s largest pharmaceutical companies to improve patient lives, support drug safety programs, and help manage new Clinical studies.

Responsibilities

· Build and continually improve Tableau dashboard offerings for business partners.

· Monitor and analyze business performance, providing targeted dashboards and recommendations for operational improvement.

· Serve as Subject Matter Expert (SME) for business data, systems and processes under team’s area of support.

· Write and edit SQL code to ensure data is pulled optimally.

Required Qualifications

· BS in a technical field (BI, Analytics, Data Science, IS, Computer Science, etc).

· Advanced SQL skills.

· Advanced dashboard design skills, including 2+ years of experience with a dashboard toolset (Tableau, Qlik, Domo, Birst, etc).

· 2+ years of data analysis experience.

· Excellent communication and presentation ability.

· Excellent project management skills.

· Highly self-motivated.

Preferred Qualifications

· MS in a Data-related field (BI, Analytics, Data Science, etc).

· Expert-level SQL skills

· Expert-level Tableau skills.

· Advanced R skills.

· Healthcare (ideally pharma) experience.

·Minimal travel is required (

#LI-SF1",2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON"
98,Data Scientist,$114K-$146K (Glassdoor est.),"Role Description
As a data scientist at Triplebyte, you’ll have the opportunity to work on a variety of challenges to help us scale. You'll be part of a small team, who are leveraging data to fix technical hiring. Your day to day, will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering. You’ll report directly to Triplebytes' Head of Machine Learning and will work alongside a team of 6-8 machine learning engineers and data scientists.
Fields your work will touch on
Psychometrics
Recommender systems
Time series analysis
Survival analysis
Bayesian inference
Probabilistic programming
This is an ideal role for a data scientist who wants the scope and responsibility to own features/products from the inception and research phase through to measuring real-world results.

About Triplebyte
Triplebyte is a hiring marketplace used by companies like Apple, Dropbox, Stripe, and Instacart to hire the best technical talent. We are on a mission to build a meritocratic hiring process, and we do all our evaluation background blind. Our ultimate goal is to collect the largest dataset and use this to build the world's best technical hiring process. No other company has successfully done what we're doing in this field.
We are growing extremely quickly, working on a problem that is fundamental, sitting at the crossroads between the workforce and employers. Ten years from now, it'll look silly to use anything other than Triplebyte for technical hiring.
Company Culture
We have a laid-back, friendly office culture. Over lunch you'll often find us discussing the latest in technology, books, and pop culture, and then maybe getting in a quick game of chess or babyfoot (foosball).
Since we're an early-stage company, we move fast, and it's important that each member of our team is able to take ownership of projects by defining problems, brainstorming solutions, and running experiments.",3.2,"Triplebyte
3.2","Chicago, IL","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
99,Business Intelligence Analyst,$114K-$146K (Glassdoor est.),"The Business Intelligence Analyst is responsible for analyzing and reviewing data that is collected in our current and future products and services. Working with our Data Scientist team, the Business Intelligence Analyst would need to be able to take this data and apply to the markets our products are in for us to better serve our customers. This position will require a high degree of attention to detail along with ability to review calculations for quality assurance. The Business Intelligence Analyst must have good communication and organization skills, along with a working knowledge of day to day operations and priorities within their department and the company.

Troubleshooting and problem solving issues, as well as working closely with managers and developers, to solve these problems, will be needed. Another responsibility could include creating internal reporting features to streamline information processing and sharing throughout the company. This position requires a high level of expertise with Microsoft Excel, and skills in SQL, Tableau, Microsoft Power BI, and/or R/Python are preferred. Assume other duties as assigned.",2.7,"Sandhills Global
2.7","Lincoln, NE","Lincoln, NE",1001 to 5000 employees,1978,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
100,Data Engineer,$114K-$146K (Glassdoor est.),"Summary:

You have experience with client projects and in handling vast amounts of data working on database design and development, data integration and ingestion, designing ETL architectures using a variety of ETL tools and techniques. You are someone with a drive to implement the best possible solutions for clients and work closely with a highly skilled Analytics team. Play a key role on projects from a data engineering perspective, working with our Architects and clients to model the data landscape, obtain data extracts and define secure data exchange approaches.
Plan and execute secure, good practice data integration strategies and approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Create and manage data environments in the Cloud
Collaborate with our business analysts and data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
This is a fantastic opportunity to be involved in end-to-end data management for cutting edge Advanced Analytics and Data Science
Qualifications:
Experience on client-facing projects, including working in close-knit teams
Experience and interest in Big Data technologies (Hadoop / Spark / NoSQL DBs)
Experience or familiarity with real-time ingestion and streaming frameworks is a plus
Experience and desire to work with open source and branded open source frameworks
Experience working on projects within the cloud ideally AWS or Azure
Experience with NLP, Machine Learning, etc. is a plus
Experience working on lively projects and a consulting setting, often working on different and multiple projects at the same time
Strong development background with experience in at least two scripting, object oriented or functional programming language, etc. SQL, Python, Java, Scala, C#, R
Data Warehousing experience, building operational ETL data pipelines across a number of sources, and constructing relational and dimensional data models
Excellent interpersonal skills when interacting with clients in a clear, timely, and professional manner.
A deep personal motivation to always produce outstanding work for your clients and colleagues
Excel in team collaboration and working with others from diverse skill-sets and backgrounds
Cervello is a dynamic technology company that is focused on business analytics and planning. We take an innovative approach to making complex solutions simple so our clients can focus on running their businesses. Our services and applications enable our clients to gain the benefits of a world-class analytics and planning capability without the headaches.

Powered by JazzHR",4.1,"Cervello Inc
4.1","Boston, MA","Boston, MA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
101,Senior Data Platform Engineer,$114K-$146K (Glassdoor est.),"You will be a crucial member of the team tasked with architecting how we ingest, store, transform, and derive value from our data. EQRx has very ambitious plans, which requires implementing platforms capable of significant scale. Our data sources will constantly be evolving and will require the ability to rapidly ingest new streams in a secure and compliant manner. You will help transform these raw data into actionable insight by working with our team’s data scientists and business analysts across the company.
The Impact You Will Have
As a Senior Data Platform Engineer, you will be responsible for ensuring data are flowing through our systems and delivering value via our Business Intelligence (BI) tools company wide. You will be instrumental in defining and implementing our core infrastructure and help us realize our data driven mission of Remaking Medicine.
Who You Are
You bring 5+ years of experience of data engineering experience with a thorough understanding of data lake/warehouse architectures (BigQuery, Snowflake, RedShift).
You have architected multi-source data ingestion solutions in the healthcare domain.
You have worked extensively with cloud platforms (AWS, GCP) and are strong with SQL and scripting languages.
If you have experience with HIPAA compliance, this is a plus.
You thrive in a collaborative environment and can effectively communicate with internal teams, strategic partners, and vendors.
You have a strong interest and experience in exploring new technologies.
You are a leader. Teams love working with you and you are someone who takes pride in mentoring and supporting the careers of others.
You can thrive in a smaller company environment and love the pace of a true startup.
You’re a team player who is willing to roll-up your sleeves and get the job done.


EQRx is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"EQRx
5.0","Cambridge, MA","Cambridge, MA",1 to 50 employees,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
102,Staff Scientist,$114K-$146K (Glassdoor est.),"With annual sales of $15 billion, Ecolab (ECL) is the global leader in water, hygiene and energy technologies and services that protect people and vital resources. Our 49,000 associates help make the world cleaner, safer and healthier by delivering critical insights and innovative solutions to help our customers achieve clean water, safe food, abundant energy and healthy environments at nearly three million customer locations in more than 170 countries.

Whats in it for you:
The opportunity to develop and deliver innovative programs and best-in-class entomological support for the Global Pest Elimination RD&E team supporting our $800M+ business.
The opportunity to work closely with a broad range of functional teams, internal and external suppliers, pest industry thought-leaders and customers to create innovative solutions that meet customer needs and drive continued growth of the Pest Elimination Division
The opportunity to explore and research new ideas and technologies, responding to the current and future needs of our customers and emerging trends in urban and industrial entomology
The opportunity to work directly with customers and Industry Associations to answer questions, solve problems, and be a thought-leader in the Pest Management Industry
What you will do:
Provide strong leadership and drive communication with entomology experts, cross divisional technology areas and global teams
Capture, explore, experiment, and prioritize innovation ideas and concepts working in coordination with the Global RD&E, Marketing, Training, and Regulatory teams to bring the best ideas forward
Work with our sales and operations teams to solve complex problems
Develop and evaluate new test methods to assess new technologies in the lab and the field using experimental design, statistics, and data analysis techniques
Identify customers needs or emerging market trends that impact Pest Elimination services and develop proactive solutions
Develop relationships with suppliers and inventors to leverage innovation and differentiation
Understand Ecolabs patent landscape, expand our position and protect it as needed
.As a recognized expert in urban and industrial entomology, speak on behalf of Ecolab at customer and industry events.
Maintain employee safety standards including 6S lab standards
Minimum Qualifications:
PhD in Entomology
3+ years experience working in a R&D environment
3+ years experience researching and introducing new innovations to the Pest Control Industry
Experienced thought leader in the Pest Control Industry (could be demonstrated through membership in committees, presentations at conferences, published papers)
Preferred Qualifications:
Experience working with business and marketing teams to align new technologies/innovations to customer needs
Experience finding and researching new technologies and assessing fit into the commercial pest market
Recognized expert in urban entomology
Track record of intellectual property, published work in recognized journal
Working knowledge of robust product/experimental design/data analysis
Experience working with commercial customers as an industry expert
Experience providing technical support to a sales/service team
Experience mentoring/managing others
Excellent verbal and written communication skills
Experience in project management and working with teams
Our Commitment to Diversity and Inclusion

At Ecolab, we believe the best teams are diverse and inclusive, and we are on a journey to create a workplace where every associate can grow and achieve their best. We are committed to fair and equal treatment of associates and applicants. We recruit, hire, promote, transfer and provide opportunities for advancement on the basis of individual qualifications and job performance. In all matters affecting employment, compensation, benefits, working conditions, and opportunities for advancement, we will not discriminate against any associate or applicant for employment because of race, religion, color, creed, national origin, citizenship status, sex, sexual orientation, gender identity and expressions, genetic information, marital status, age, disability, or status as a covered veteran.

In addition, we are committed to furthering the principles of Equal Employment Opportunity (EEO) through Affirmative Action (AA). Our goal is to fully utilize minority, female, disabled and covered veteran individuals at all levels of the workforce. Ecolab is a place where you can grow your career, own your future and impact what matters.

We will consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles Fair Chance Initiative for Hiring Ordinance and the San Francisco Fair Chance Ordinance.",3.6,"Ecolab
3.6","Eagan, MN","Saint Paul, MN",10000+ employees,1923,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1
103,"Sr Manager/Associate Director, Data Scientist - Digital Medicine",$114K-$146K (Glassdoor est.),"The Sr Manager/Associate Director, Data Scientist - Digital Medicine, will be leading the data science activities and analytical strategy of Karyopharm R&D. Reporting directly to the Executive Director and Head of Digital Medicine, the candidate will work collaboratively with a cross-disciplinary team dedicated to the development of sophisticated algorithms, machine learning tools, and novel AI methodologies to accelerate the discovery of new clinical insights across the oncology portfolio.
The Sr Manager/Associate Director, Data Scientist - Digital Medicine, will play a key role on the front line in this rapidly growing field working to extract intelligent observations from digital biosensors and complex biomedical data in a rigorous, quantitative, and innovative fashion. The candidate will provide solutions to a variety of data science problems that matter to oncology patients, including machine learning models for digital biomarkers, analytics of wearable sensor data, real-time medical monitoring of AEs, patient risk stratification, symptom predictions, and new algorithms for survival analysis.
RESPONSIBILITIES:
Provide advanced data science expertise to Karyopharm’s digital medicine projects.
Design and implement science-driven data science solutions to leverage the analytics of real-world data from wearable sensors and electronic quality of life diaries to achieve ground-breaking progress in precision oncology.
Recommend and deliver data science solutions using data mining and machine learning tools based on diverse data sources, such as clinical trial endpoints, genomic data, and real-world evidence.
Lead the development and implementation of automated clinical data visualization platform in clinical studies and digital data monitoring.
Collaborate in a multidisciplinary environment with world leading clinicians, researchers, data scientists, digital medicine experts, and biostatisticians.
Participate in the broader data science community to follow the latest developments in data and technology.
Coordinate and produce the data required for the evaluation, interpretation, and reporting of clinical trial results for internal meetings, conference presentations, publications, and time-sensitive regulatory submissions.

7+ years' experience in medical and digital data analytics.
MSc degree in quantitative science (eg. mathematics, computer science, engineering); PhD preferred.
Practical software development skills in standard data science tools (such as R or python)
Knowledge of statistical modelling techniques, and drive to continue to learn and develop these skills.
Deep understanding of drug discovery and clinical development process.
Extensive experience in machine learning and/or data mining tools and applying data science to complex problems.
Ability to provide recommendations to senior leadership and communicate with non-technical stakeholders.
Self-starter attitude with the ability to collaborate with multi-functional team within the company.
Experience with large datasets and extensive experience in gathering, interpreting, analyzing, and visualizing complex data for clinical research.
Strong written verbal and written communication skills.
Ability to work in a fast-paced environment.
Passion to grow and develop advanced skills in data science and digital medicine.

Karyopharm Therapeutics is a global commercial-stage pharmaceutical company focused on the discovery and development of novel first-in-class drugs directed against nuclear transport targets for the treatment of cancer and other major diseases.",3.0,"Karyopharm Therapeutics Inc.
3.0","Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
104,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$114K-$146K (Glassdoor est.),"15-Apr-2020

Job ID
279187BR
{""QuestionName"":""Job Description"",""AnswerValue"":""750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us re-imagine medicine.

Two companies and one incredible alliance. Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop trans-formative medicines faster and more cost-effectively for patients worldwide. We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics. In this newly formed alliance with Microsoft, you will lead analysis of large image data sets for Novartis.
Your responsibilities:
In this newly created role, you will:
• Lead independently end-to-end analysis of image data sets
• Take a hands-on role and deliver on multiple highly visible data science projects
• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions
• Facilitate design and creation of knowledge repositories
• Keep ahead of latest development in the field and mentor associates
• Collaborate with the digital and DSAI teams
• Inspire others on culture change

Posting Title
Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
105,Analytic Manager 4 - Operations Detection Program and Strategy,$114K-$146K (Glassdoor est.),"Job Description

Important Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume when submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as Personal Cell or Cellular in the contact information of your application.

At Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Consumer Banking is an industry leader in supporting homeowners and consumers, in addition to operating one of the most extensive banking franchises in the country. We serve mass market, affluent, and small business customers; as well as provide home and personal lending. Our focus is on delivering an exceptional experience for our customers through financial advice and guidance coupled with providing the products and services that will help them realize their financial hopes and dreams. Weve built our team of top professionals by rewarding their accomplishments and ensuring they have what's needed to succeed.

The Operations Intelligence Team is seeking an Analytic Manager 4 to lead the Operations Detection Program's Analytics team. The Operations Detection Program is responsible for monitoring Consumer Small Business Banking (CSBB) Operations employees for wrongdoing.

The scope of work will focus heavily on strong collaboration within CSBB Operations, Fraud and Claims Management and with business partners to manage employee wrongdoing within Consumer & Small Business Banking Operations.

Responsibilities include but are not limited to the following:
Deliver analysis, insights and employee wrongdoing strategies for the Operations Detection Program.
Provide leadership to the transformation of data into information and provide information and strategic insight that will assist the Operations Intelligence team.
Participate in the formulation and articulation of vision for analytic opportunities and advancements.
Evaluate, recommend and implement strategies for developing and utilizing technical resources to predict, improve and measure the success of the Operations Detection Program. This requires an understanding of internal business strategies and objectives.
Define measurement standards and collaborate with business partners to achieve consistent agreement and application of definitions, measurements and interpretation.
Build analytical capabilities and manage modeling, forecasting, reporting and/or data distribution tools and processes.
As a Team Member Manager, you are expected to achieve success by leading yourself, your team, and the business. Specifically you will:
Lead your team with integrity and create an environment where your team members feel included, valued, and supported to do work that energizes them.
Accomplish management responsibilities which include sourcing and hiring talented team members, providing ongoing coaching and feedback, recognizing and developing team members, identifying and managing risks, and completing daily management.
***Important Reminder When Applying: Based on the volume of applications received, this job posting may be removed prior to the indicated close date.

Required Qualifications
8+ years of experience in one or a combination of the following: reporting, analytics, or modeling
4+ years of management experience
4+ years of SAS experience
Desired Qualifications
Excellent verbal, written, and interpersonal communication skills
Strong analytical skills with high attention to detail and accuracy
2+ years of SQL experience
Leadership skills including; coaching, training, and mentoring
Ability to work and influence successfully within a matrix environment and build effective business partnerships with all levels of team members
Other Desired Qualifications
Demonstrated experience leading an advanced analytics team
Experience accessing/acquiring data for analysis
Hands on experience with Tableau and other visualization and BI tools, with a keen ability to incorporate a visual data story into an actionable narrative for executive audience
Direct experience and knowledge of fraud management disciplines
Ability to coordinate completion of multiple tasks and meet aggressive time frames
Ability to take initiative and drive results
Street Address

NC-Charlotte: 1525 W Wt Harris Blvd - Charlotte, NC
IA-West Des Moines: 7000 Vista Drive - West Des Moines, IA
MN-Minneapolis: 2801 4th Ave S - Minneapolis, MN
AZ-Chandler: 2850 S Price Road - Chandler, AZ
OR-Portland: 2701 Nw Vaughn - Portland, OR
GA-Atlanta: 3579 Atlanta Ave - Atlanta, GA

Disclaimer

All offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.
Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.",3.6,"Wells Fargo
3.6","Chandler, AZ","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
106,Environmental Data Specialist,$114K-$146K (Glassdoor est.),"GEI a Way of Life

When you re doing what you love and working with great people, work becomes less like a job, and more like a way of life. Here at GEI Consultants, Inc. (GEI) we have been fostering growth and creativity for nearly 50 years. Our culture is one of collaboration and support. If you are passionate about your field, excited about learning, and constantly looking for ways to innovate, we d love to have you join the GEI family.

Who are we?

GEI is an employee-owned, leading consulting engineering and environmental firm ranked #95 in the ENR top 500 (2019). We partner with hundreds of government, energy, industry and institutional clients, and have completed 50,000 project engagements throughout the United States, Canada, and more than 20 other countries. We are sought out for our ideas, our creativity, and most of all, for the quality and character of our people. Get to know us better by visiting GEI s career site here.

The Environmental Data Specialist can be based in any one of the following five locations: 1. Atlanta, GA; 2. Cary (Raleigh), NC; 3. Knoxville, TN; 4. Dallas, TX; or 5. St. Louis, MO

Essential Responsibilities & Duties
Work with project teams to manage data using Earthsoft EQuIS Professional
As an Environmental Data Specialist, support the use of data solutions at GEI Consultants
As a project consultant, work on client projects providing data management services including coordinating field activities, serving as liaison to the analytical labs, and coordinating with 3rd party validators
Design EDDs for specialized field events
Perform historical data migrations for analytical, gauging, sampling, stratigraphy, etc.
Track submission of field/lab EDDs, load EDDs, and run required reports via EQuIS Professional
Provide QA/QC for project teammates as it applies to data accuracy and completeness
Maintain and update reference values including Action Levels
Manage budgets and timelines for internally facing and externally facing projects
Support Data Scientists, Engineers, Geologists, Staff Scientists, and other stakeholders at GEI by discovering opportunities to create efficiencies with data that solve a variety of client-driven business needs
Stay current on the latest features in software for environmental data management by attending vendor webinars, self-paced training, and testing in our development environment
Support internal and external business development with demonstrations and trainings
Oversee and deploy field data collection software (including EDGE). Maintain and distribute reference values and data capture requirements to ensure complete field EDDs
Occasional travel to offices or client sites
Minimum Qualifications:
Bachelor s Degree, or equivalent experience, from an accredited college or university required
A minimum of 5 years of experience in a consultancy providing data management services
Proven proficiency with Earthsoft desktop software
Understanding of environmental field and analytical lab procedures/nomenclature
In-depth knowledge of the Earthsoft schema (professional, edge, reports) and understanding of table types and relationships
Preferred Qualifications:
Experience with Microsoft SQL Server to design/maintain views and stored procedures
Ability to work with XML Earthsoft format files
Experience with EDGE
Experience with VB.net for maintaining Earthsoft custom reports (DLLs)
Experience with gINT
Benefits
Market-Competitive Compensation
Comprehensive Benefits Program, including Medical, Dental, Vision and More
Continuing Education Assistance and Tuition Reimbursement
Professional Development and Opportunities for Advancement
Paid Holidays and Paid Time Off
Rewards and Recognition
401(k) and GEI-Funded Profit Sharing
And More…
Physical Job Requirements
X

Sedentary

Light

Medium

Other

Activity Level Throughout Workday
Physical Activity Requirements

Occasional

(0-35% of day)

Frequent

(33-66% of day)

Continuous

(67-100% of day)

Not Applicable
Sitting

(6-8 hrs)
Standing

(0-1 hrs)
Walking

(0-1 hrs)
Climbing

X

Lifting (floor to waist level) (in pounds)

(0-10 lbs)
Lifting (waist level and above) (in pounds)

(0-10 lbs)
Carrying objects

(0-1 hrs)
Push/pull

X
Twisting

(0-1 hrs)
Bending

(0-1 hrs)
Reaching forward

(0-1 hrs)
Reaching overhead

(0-1 hrs)
Squat/kneel/crawl

X

Wrist position deviation

(3-5 hrs)
Pinching/fine motor skills

(1-2 hrs)
Keyboard use/repetitive motion

(6-8 hrs)
Taste or smell (taste=never)

(0-1 hrs)
Talk or hear

(3-5 hrs)
Accurate 20/40

Very Accurate 20/20

Not Applicable
Near Vision

X
Far Vision

X

Yes

No

Not Applicable
Color Vision (ability to identify and distinguish colors)

X
Sensory Requirements

Minimal

Moderate

Accurate

Not Applicable
Depth perception

X
Hearing

X

Environmental Requirements
Occupational Exposure Risk Potential

Reasonably Anticipated

Not Anticipated

Blood borne pathogens

X
Chemical

X
Airborne communicable diseases

X
Extreme temperatures

X
Radiation

X
Uneven surfaces or elevations

X
Extreme noise levels

X
Dust/particular matter

X

Other (exposure risk):

Usual workday hours:

X

8

10

12

Other work hours

GEI is an EEO/AA/M/F/Vet/Disability employer

#gdsponsor",4.3,"GEI Consultants Inc
4.3","Dallas, TX","Woburn, MA",501 to 1000 employees,1970,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),-1
107,Data Engineer II (4-month contract assignment),$114K-$146K (Glassdoor est.),"Company Description

Accolade is a personalized health and benefits solution that dramatically improves the experience, outcomes and cost of healthcare for employers, health plans and their members. With a unique blend of compassionate advisors, clinical experts and intelligent technologies, we engage individuals and families in their health, establish trust, and influence their decisions at every stage of care. Accolade connects the widest array of personal health data and programs to present a single point of contact to the most effective health and benefits resources, while coordinating with providers at every step. Accolade consistently achieves 70 and higher Net Promoter Scores, 98% consumer satisfaction ratings, and up to 15% employer cost savings. Accolade has been recognized as one of the nation’s 25 most promising companies by Forbes, a fastest-growing private healthcare company by Inc. 5000, and is consistently rated a Top Workplace across the country. For more information, visit accolade.com.

Job Description

The Data Engineer II (4 month contract assignment), reporting to the Director, SW Engineering,is responsible for correct and timely processing of personal heath information that is critical to providing our customers and partners with the best possible service, and ultimately, to getting people healthier faster. Data Engineers build and maintain the platform that processes and transmits between Accolade’s internal systems and external partners.

A day in the life…
Designing, implementing and analyzing high performing SQL queries
Developing data integration software using Talend Big Data, SSIS, and in the future, cloud-based tools
Interfacing with your product manager and other engineers to gather, understand and translate requirements
Project work in automating data ingestion or monitoring & alerting
In-depth investigations of specific problem areas, or mapping existing user requirements
Qualifications

What we are looking for…
At least 2 years’ experience writing complex SQL queries in an RDBMS such as MS SQL or PostgreSQL
Experience with ETL, Data Integration and/or BI
An excellent problem solver and able to quickly grasp complex challenges
Hands-on, detail-oriented & inquisitive
A motivated self-starter
Comfortable with working remotely as needed
A skillful communicator, especially over remote working tools (conferencing, online systems)
Additional Information

What is important to us

Creating an enduring company that is hyper-focused on our culture and making a meaningful impact in the lives of our employees, members and customers. The secret to our success is:

We find joy and purpose in serving others
Making a difference in our members’ and customers’ lives is what we do. Even when it’s hard, we do the right thing for the right reasons.

We are strong individually and together, we’re powerful
Trusting in our colleagues and embracing their different backgrounds and experiences enable us to solve tough problems in creative ways, having fun along the way.

We roll up our sleeves and get stuff done
Results motivate us. And we aren't afraid of the hard work or tough decisions needed to get us there.

We’re boldly and relentlessly reinventing healthcare
We're curious and act big -- not afraid to knock down barriers or take calculated risks to change the world, one person at a time.

All your information will be kept confidential according to EEO guidelines.",3.6,"Accolade, Inc.
3.6","Plymouth Meeting, PA","Plymouth Meeting, PA",501 to 1000 employees,2007,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1
